"id","company","car_model","year","fuel_type","kilo_driven","predicted_price"
"924","Ford","Ford Ecosport Thunder Edition Diesel",2023,"Diesel",1010,"1331000.00"
"925","Ford","Ford Freestyle Titanium Plus",2023,"Petrol",1010,"852000.00"
"926","Mahindra","Mahindra Scorpio S2 9 Seater",2018,"Diesel",70000,"830000.00"
"927","Mahindra","Mahindra Scorpio VLS 2.2 mHawk",2012,"Diesel",110000,"354999.50"
"928","Honda","Honda Accord VTi-L (MT)",2010,"Petrol",80000,"200000.00"
"929","Tata","Tata Indigo CS LE (TDI) BS-III",2014,"Diesel",115000,"95000.00"
"930","Volkswagen","Volkswagen Ameo 1.5 TDI Highline Plus 16",2021,"Diesel",25000,"660000.00"
"931","Ford","Ford Ecosport 1.5 Petrol Titanium Plus",2022,"Petrol",5166,"1100000.00"
"932","Mahindra","Mahindra XUV500 AT W10 AWD",2019,"Diesel",70000,"1159999.50"
"933","Mahindra","Mahindra XUV500 W10 2WD",2019,"Diesel",35000,"1360000.00"
"934","Maruti","Maruti Swift Dzire AMT VDI",2020,"Diesel",25000,"707500.00"
"935","Tata","Tata New Safari 4X4",2010,"Diesel",78771,"199000.00"
"936","Hyundai","Hyundai Verna SX CRDi AT",2015,"Diesel",72000,"482500.00"
"937","Renault","Renault Koleos 2.0 Diesel",2015,"Diesel",80000,"750000.00"
"938","Maruti","Maruti Wagon R LXI DUO BSIII",2012,"LPG",60000,"112500.00"
"939","Ford","Ford Ikon 1.8 D",2008,"Diesel",92645,"114999.00"
"940","Mercedes-Benz","Mercedes-Benz New C-Class 200 CDI Classic",2010,"Diesel",101849,"699000.00"
"941","Maruti","Maruti Ertiga SHVS LDI Option",2020,"Diesel",120000,"700000.00"
"942","Tata","Tata Manza Aura (ABS) Quadrajet BS IV",2015,"Diesel",155836,"223750.00"
"943","Maruti","Maruti Wagon R VXi BSII",2014,"Petrol",59000,"220000.00"
"944","Ford","Ford Fiesta 1.5 TDCi Ambiente",2017,"Diesel",20000,"800000.00"
"945","Renault","Renault KWID 1.0",2019,"Petrol",40000,"307500.00"
"946","Mahindra","Mahindra Scorpio S10 7 Seater",2018,"Diesel",50000,"686666.67"
"947","Chevrolet","Chevrolet Enjoy TCDi LS 8 Seater",2017,"Diesel",200000,"330000.00"
"948","Tata","Tata Indica Vista TDI LX",2016,"Diesel",65000,"211250.00"
"949","Fiat","Fiat Grande Punto EVO 1.3 Active",2017,"Diesel",50000,"263333.33"
"950","Mitsubishi","Mitsubishi Pajero 2.8 SFX BSIV Dual Tone",2014,"Diesel",120000,"825000.00"
"951","Mahindra","Mahindra Scorpio 2.6 SLX CRDe",2009,"Diesel",120000,"300000.00"
"952","Maruti","Maruti Swift VXI Optional",2019,"Petrol",30000,"380000.00"
"953","Mahindra","Mahindra Thar DI 4X2",2021,"Diesel",5000,"515000.00"
"954","Maruti","Maruti Ritz VXi",2017,"Petrol",35000,"295000.00"
"955","Tata","Tata Nexon 1.2 Revotron XZ Plus Dual Tone",2020,"Petrol",15000,"770000.00"
"956","Toyota","Toyota Innova 2.5 G1 BSIV",2015,"Diesel",80000,"950000.00"
"957","Maruti","Maruti Vitara Brezza LDi",2021,"Diesel",25000,"700000.00"
"958","Hyundai","Hyundai Verna Transform CRDi VGT ABS",2013,"Diesel",120000,"229999.00"
"959","Ford","Ford Freestyle Titanium Plus Diesel",2022,"Diesel",1001,"750000.00"
"960","Ford","Ford Figo 1.5P Titanium AT",2020,"Petrol",1758,"742500.00"
"961","Ford","Ford Figo 1.5D Titanium MT",2020,"Diesel",35122,"557500.00"
"962","Skoda","Skoda Rapid 1.5 TDI AT Ambition BSIV",2020,"Diesel",40000,"750000.00"
"963","Tata","Tata Manza Aura Safire",2013,"Petrol",50000,"200000.00"
"964","Maruti","Maruti Swift Dzire ZXI",2016,"Petrol",60000,"523750.00"
"965","Mahindra","Mahindra Bolero SLE BSIII",2010,"Diesel",230000,"185000.00"
"966","Hyundai","Hyundai Verna VTVT 1.6 SX",2021,"Petrol",40000,"800000.00"
"967","Fiat","Fiat Punto 1.2 Active",2013,"Petrol",50000,"80000.00"
"968","Maruti","Maruti Alto LXi BSII",2005,"Petrol",80000,"100000.00"
"969","Honda","Honda City 1.5 EXI S",2007,"Petrol",100000,"105000.00"
"970","Honda","Honda Amaze E i-VTEC",2019,"Petrol",50000,"380000.00"
"971","Tata","Tata Safari Storme EX",2017,"Diesel",78322,"670000.00"
"972","Volkswagen","Volkswagen Ameo 1.2 MPI Trendline",2021,"Petrol",13000,"465000.00"
"973","Hyundai","Hyundai Verna 1.6 Xi ABS",2011,"Petrol",54309,"220000.00"
"974","Chevrolet","Chevrolet Aveo 1.6 LT",2009,"Petrol",34600,"150000.00"
"975","Mahindra","Mahindra Bolero DI DX 8 Seater",2012,"Diesel",55000,"264999.50"
"976","Hyundai","Hyundai Verna 1.4 EX",2014,"Diesel",31000,"500000.00"
"977","Ford","Ford Figo Petrol ZXI",2014,"Petrol",50000,"157500.00"
"978","Tata","Tata Harrier XZ BSIV",2022,"Diesel",10000,"1600000.00"
"979","Mahindra","Mahindra KUV 100 mFALCON G80 K8 5str",2019,"Petrol",60000,"446666.67"
"980","Hyundai","Hyundai i10 Sportz",2014,"Petrol",50000,"236250.00"
"981","Maruti","Maruti Ignis 1.2 Delta BSIV",2022,"Petrol",15000,"500000.00"
"982","Toyota","Toyota Corolla Altis 1.8 J",2011,"Petrol",35000,"400000.00"
"983","Tata","Tata Manza Club Class Quadrajet90 LS",2017,"Diesel",100000,"200000.00"
"984","Maruti","Maruti Wagon R VXI Minor",2010,"Petrol",60000,"140999.80"
"985","Hyundai","Hyundai Accent GLE",2012,"Petrol",106000,"114999.00"
"986","Toyota","Toyota Innova 2.0 VX 7 Seater",2013,"Petrol",120000,"320000.00"
"987","Maruti","Maruti Alto 800 CNG LXI Optional",2022,"CNG",120000,"300000.00"
"988","Maruti","Maruti Ritz LXi",2019,"Petrol",160000,"248000.00"
"989","Chevrolet","Chevrolet Aveo 1.6 LT with ABS",2013,"Petrol",120000,"140000.00"
"990","Tata","Tata Altroz XZ",2023,"Petrol",10000,"830000.00"
"991","Volkswagen","Volkswagen Polo SR Petrol 1.2L",2016,"Petrol",50000,"380000.00"
"992","Skoda","Skoda Superb 1.8 TFSI MT",2013,"Petrol",80000,"333333.33"
"993","Tata","Tata Tiago 2019-2020 XE Diesel",2019,"Diesel",38000,"385000.00"
"994","Tata","Tata Tiago 1.05 Revotorq XE",2019,"Diesel",38000,"380500.00"
"995","Hyundai","Hyundai Santro LS zipPlus",2005,"Petrol",120000,"80000.00"
"996","Mahindra","Mahindra XUV500 AT W10 FWD",2018,"Diesel",60000,"1325000.00"
"997","Mahindra","Mahindra Scorpio VLX 2WD BSIV",2017,"Diesel",58000,"634000.00"
"998","Mahindra","Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV",2017,"Diesel",58000,"780000.00"
"999","Hyundai","Hyundai Verna CRDi ABS",2010,"Diesel",80000,"175000.00"
"1000","Mercedes-Benz","Mercedes-Benz E-Class 230",2001,"Petrol",35000,"1000000.00"
"1001","Maruti","Maruti Omni 8 Seater BSIV",2016,"Petrol",35000,"210499.50"
"1002","Ford","Ford Fiesta 1.4 ZXi TDCi ABS",2012,"Diesel",110000,"123333.33"
"1003","Tata","Tata New Safari Dicor EX 4X2 BS IV",2015,"Diesel",110000,"280000.00"
"1004","Mahindra","Mahindra XUV500 W7",2021,"Diesel",58000,"1150000.00"
"1005","Maruti","Maruti Baleno Delta 1.3",2021,"Diesel",15000,"650000.00"
"1006","Tata","Tata Nano Twist XT",2018,"Petrol",57000,"77500.00"
"1007","Maruti","Maruti Wagon R AX",2015,"Petrol",30000,"300000.00"
"1008","Mahindra","Mahindra Scorpio SLX 2.6 Turbo 8 Str",2010,"Diesel",160000,"190000.00"
"1009","Tata","Tata Tiago 1.05 Revotorq XT Option",2020,"Diesel",35000,"450000.00"
"1010","Hyundai","Hyundai Elite i20 Sportz Plus BSIV",2022,"Petrol",13500,"640333.33"
"1011","Honda","Honda Brio Exclusive Edition",2017,"Petrol",33033,"335000.00"
"1012","Hyundai","Hyundai Verna Transform SX VTVT",2014,"Petrol",55168,"370000.00"
"1013","Maruti","Maruti Swift Dzire ZXI 1.2 BS IV",2021,"Petrol",25000,"655000.00"
"1014","Maruti","Maruti Swift VDi BSIII W/ ABS",2011,"Diesel",70000,"263000.00"
"1015","Hyundai","Hyundai Accent GLE 1",2002,"Petrol",90000,"60000.00"
"1016","Hyundai","Hyundai Getz GLX",2008,"Petrol",90000,"90000.00"
"1017","Ford","Ford Ecosport 1.5 Petrol Ambiente",2020,"Petrol",6000,"650000.00"
"1018","Honda","Honda BR-V i-VTEC VX MT",2023,"Petrol",1100,"1052666.67"
"1019","Tata","Tata Indigo CS eLX BS IV",2016,"Diesel",50300,"175000.00"
"1020","Maruti","Maruti Ertiga 1.5 VDI",2023,"Diesel",90000,"775000.00"
"1021","Isuzu","Isuzu D-Max V-Cross Standard",2021,"Diesel",40000,"1500000.00"
"1022","Nissan","Nissan Kicks XV Premium D BSIV",2022,"Diesel",15000,"1350000.00"
"1023","Maruti","Maruti Alto 800 Base",2017,"Petrol",40000,"193333.33"
"1024","Volkswagen","Volkswagen Ameo 1.5 TDI Highline 16 Alloy",2020,"Diesel",80000,"575000.00"
"1025","Hyundai","Hyundai Santro AT CNG",2008,"CNG",110000,"130000.00"
"1026","Ford","Ford Ecosport Sports Petrol",2023,"Petrol",1000,"1100000.00"
"1027","Hyundai","Hyundai Tucson CRDi",2009,"Diesel",170000,"170000.00"
"1028","Tata","Tata Indigo TDI",2011,"Diesel",150000,"161125.00"
"1029","Nissan","Nissan Micra Diesel XV Primo",2015,"Diesel",129000,"225000.00"
"1030","Tata","Tata Sumo LX",2012,"Diesel",66778,"100000.00"
"1031","Maruti","Maruti Celerio ZXI",2020,"Petrol",50000,"433999.60"
"1032","OpelCorsa","OpelCorsa 1.6Gls",2007,"Petrol",73000,"142000.00"
"1033","Chevrolet","Chevrolet Tavera Neo 3 Max 9 Str BSIII",2017,"Diesel",120000,"400000.00"
"1034","Mahindra","Mahindra Scorpio VLX 2WD ABS AT BSIII",2012,"Diesel",170000,"360000.00"
"1035","Datsun","Datsun GO Plus T BSIV",2018,"Petrol",25000,"390000.00"
"1036","Hyundai","Hyundai Santro Xing GL",2014,"Petrol",157000,"147500.00"
"1037","Chevrolet","Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag",2012,"Petrol",38500,"110000.00"
"1038","Honda","Honda BR-V i-DTEC VX MT",2019,"Diesel",43377,"1067600.00"
"1039","Chevrolet","Chevrolet Sail Hatchback LT ABS",2016,"Diesel",80000,"225000.00"
"1040","Honda","Honda City 1.3 EXI",2005,"Petrol",100000,"128000.00"
"1041","Hyundai","Hyundai Getz 1.5 CRDi GVS",2011,"Diesel",154000,"151666.67"
"1042","Renault","Renault Lodgy Stepway 85PS RXZ 8S",2020,"Diesel",40000,"650000.00"
"1043","Toyota","Toyota Etios 1.5 V",2019,"Petrol",35000,"509999.00"
"1044","Datsun","Datsun GO Plus A Option Petrol",2021,"Petrol",10000,"450000.00"
"1045","Tata","Tata Tiago 1.2 Revotron XE",2019,"Petrol",30000,"341666.67"
"1046","Nissan","Nissan Sunny Diesel XL",2015,"Diesel",110000,"273333.33"
"1047","Mahindra","Mahindra XUV500 AT W8 FWD",2018,"Diesel",45000,"865000.00"
"1048","Hyundai","Hyundai Santro Sportz AMT",2022,"Petrol",5007,"484999.00"
"1049","Nissan","Nissan Micra Active XV S",2016,"Petrol",30000,"164000.00"
"1050","Mercedes-Benz","Mercedes-Benz E-Class E250 CDI Elegance",2014,"Diesel",49600,"999000.00"
"1051","Audi","Audi Q5 3.0 TDI Quattro Technology",2021,"Diesel",22000,"3666000.00"
"1052","Datsun","Datsun GO Plus T",2020,"Petrol",10171,"350000.00"
"1053","Toyota","Toyota Camry Hybrid 2.5",2020,"Petrol",20118,"1900000.00"
"1054","Volkswagen","Volkswagen Jetta 2.0L TDI Highline",2018,"Diesel",52517,"790000.00"
"1055","Mahindra","Mahindra Marazzo M2 8Str",2022,"Diesel",20000,"900000.00"
"1056","Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",2017,"Diesel",99117,"530000.00"
"1057","Maruti","Maruti Celerio ZXI MT BSIV",2022,"Petrol",3700,"425000.00"
"1058","Honda","Honda BRV i-VTEC V MT",2020,"Petrol",43500,"600000.00"
"1059","Maruti","Maruti Omni 5 Str STD",2001,"Petrol",60000,"65000.00"
"1060","Hyundai","Hyundai i20 Asta (o) 1.4 CRDi (Diesel)",2015,"Diesel",70000,"440000.00"
"1061","Maruti","Maruti Omni 8 Seater BSII",2018,"Petrol",70000,"238000.00"
"1062","Mercedes-Benz","Mercedes-Benz B Class B180 Sports",2016,"Petrol",40000,"1100000.00"
"1063","Toyota","Toyota Etios Liva VD",2018,"Diesel",70000,"480000.00"
"1064","Volkswagen","Volkswagen Vento 1.5 TDI Highline BSIV",2022,"Diesel",5400,"1350000.00"
"1065","Renault","Renault KWID Climber 1.0 MT Opt BSIV",2023,"Petrol",1000,"541000.00"
"1066","Hyundai","Hyundai Santro Asta",2021,"Petrol",16000,"515000.00"
"1067","Ford","Ford Figo Aspire Titanium Plus Diesel",2022,"Diesel",13000,"894999.00"
"1068","Renault","Renault Pulse RxZ Optional",2015,"Diesel",47000,"325000.00"
"1069","Nissan","Nissan Terrano XL P",2020,"Petrol",30000,"844999.00"
"1070","Tata","Tata Manza Club Class Quadrajet90 LX",2016,"Diesel",60000,"300000.00"
"1071","Toyota","Toyota Camry M/t",2011,"Petrol",75000,"650000.00"
"1072","Renault","Renault Duster 85PS Diesel RxZ",2020,"Diesel",90000,"600000.00"
"1073","Maruti","Maruti Swift ZXI Plus",2021,"Petrol",30000,"612500.00"
"1074","Toyota","Toyota Corolla H3",2006,"Petrol",120000,"95000.00"
"1075","Tata","Tata Safari DICOR 2.2 EX 4x2",2016,"Diesel",100000,"380000.00"
"1076","Maruti","Maruti Wagon R Duo Lxi",2013,"LPG",50000,"180000.00"
"1077","Mahindra","Mahindra Bolero B4",2020,"Diesel",75000,"800000.00"
"1078","Maruti","Maruti Celerio VXI",2020,"Petrol",93000,"333625.00"
"1079","Chevrolet","Chevrolet Beat Diesel LT Option",2012,"Diesel",57000,"195000.00"
"1080","Maruti","Maruti Eeco Smiles 5 Seater AC",2017,"Petrol",30000,"311666.67"
"1081","Hyundai","Hyundai Santro GLS I - Euro II",2010,"Petrol",85000,"135000.00"
"1082","Chevrolet","Chevrolet Spark 1.0 PS",2013,"Petrol",73000,"110000.00"
"1083","Maruti","Maruti Swift ZDi",2015,"Diesel",55000,"421666.67"
"1084","Toyota","Toyota Innova 2.5 E Diesel MS 7-seater",2014,"Diesel",267000,"665000.00"
"1085","Mahindra","Mahindra Scorpio 2.6 CRDe",2008,"Diesel",250000,"177499.75"
"1086","Honda","Honda Jazz Select Edition Active",2013,"Petrol",60000,"285000.00"
"1087","Hyundai","Hyundai i20 Active 1.4 SX",2019,"Diesel",100000,"734999.50"
"1088","Mahindra","Mahindra TUV 300 T8",2020,"Diesel",80000,"680000.00"
"1089","Toyota","Toyota Etios Liva 1.2 V",2021,"Petrol",10000,"500000.00"
"1090","Toyota","Toyota Innova 2.5 GX 7 STR BSIV",2015,"Diesel",80000,"1000000.00"
"1091","Hyundai","Hyundai i20 Magna Optional 1.2",2016,"Petrol",35000,"340000.00"
"1092","Honda","Honda City 1.5 S MT",2014,"Petrol",110000,"320832.83"
"1093","Honda","Honda Amaze E i-Dtech",2018,"Diesel",104000,"310000.00"
"1094","Maruti","Maruti Swift Dzire LXi",2014,"Petrol",100000,"150000.00"
"1095","Hyundai","Hyundai Creta 1.4 CRDi S Plus",2019,"Diesel",90000,"950000.00"
"1096","Honda","Honda Jazz 1.5 SV i DTEC",2018,"Diesel",76000,"450000.00"
"1097","Mahindra","Mahindra Renault Logan 1.6 Petrol GLSX",2012,"Petrol",30000,"200000.00"
"1098","Maruti","Maruti Alto VXi",2018,"Petrol",26134,"200000.00"
"1099","Mahindra","Mahindra XUV500 W10 1.99 mHawk",2019,"Diesel",65000,"1147499.50"
"1100","Mahindra","Mahindra Xylo E8",2012,"Diesel",100000,"335000.00"
"1101","Fiat","Fiat 500 Lounge",2011,"Diesel",110000,"250999.00"
"1102","Renault","Renault Triber RXT BSIV",2022,"Petrol",10300,"600000.00"
"1103","Tata","Tata New Safari 4X4 EX",2015,"Diesel",142000,"550000.00"
"1104","Mahindra","Mahindra TUV 300 mHAWK100 T8",2020,"Diesel",25000,"800000.00"
"1105","Tata","Tata Altroz XE",2023,"Petrol",5000,"500000.00"
"1106","Maruti","Maruti Wagon R ZXI 1.2",2022,"Petrol",30000,"575000.00"
"1107","Hyundai","Hyundai Xcent 1.2 CRDi E",2020,"Diesel",43000,"383333.33"
"1108","Maruti","Maruti Alto Green LXi (CNG)",2013,"CNG",80251,"88000.00"
"1109","Hyundai","Hyundai i20 1.2 Era",2013,"Petrol",34500,"250000.00"
"1110","Ford","Ford Ikon 1.4 ZXi",2003,"Petrol",42743,"22000.00"
"1111","Maruti","Maruti Zen VXi - BS III",2007,"Petrol",80000,"93000.00"
"1112","Chevrolet","Chevrolet Optra Magnum 2.0 LT",2015,"Diesel",25000,"256666.67"
"1113","Maruti","Maruti Ertiga VDI Limited Edition",2017,"Diesel",80000,"535000.00"
"1114","Mahindra","Mahindra KUV 100 mFALCON G80 K2 Plus",2019,"Petrol",21000,"420000.00"
"1115","Mitsubishi","Mitsubishi Montero 3.2 MT",2010,"Diesel",180000,"750000.00"
"1116","Tata","Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV",2015,"Diesel",70000,"198000.00"
"1117","Hyundai","Hyundai i20 Magna Optional 1.4 CRDi",2016,"Diesel",50000,"397500.00"
"1118","Ford","Ford Endeavour 4x2 XLT",2007,"Diesel",120000,"195000.00"
"1119","Hyundai","Hyundai EON Sportz",2015,"Petrol",55766,"197500.00"
"1120","Maruti","Maruti Swift LXi BSIV",2011,"Petrol",50000,"160000.00"
"1121","Maruti","Maruti Zen VX",2004,"Petrol",86000,"85000.00"
"1122","Maruti","Maruti Omni LPG STD BSIV",2009,"LPG",135000,"60000.00"
"1123","Maruti","Maruti Zen D PS",2006,"Diesel",120000,"92500.00"
"1124","Fiat","Fiat Linea 1.3 Multijet Emotion",2018,"Diesel",113600,"550000.00"
"1125","Ford","Ford Aspire Titanium Plus Diesel BSIV",2021,"Diesel",20000,"768499.50"
"1126","Ford","Ford Aspire Titanium Plus BSIV",2021,"Petrol",14000,"666000.00"
"1127","Ford","Ford Freestyle Titanium Plus Diesel BSIV",2021,"Diesel",26000,"680500.00"
"1128","Honda","Honda Jazz 1.2 VX i VTEC",2019,"Petrol",105429,"724000.00"
"1129","Chevrolet","Chevrolet Aveo U-VA 1.2 LT",2011,"Petrol",70000,"114999.00"
"1130","Tata","Tata Nexon 1.2 Revotron XZ Plus",2022,"Petrol",8000,"715000.00"
"1131","Chevrolet","Chevrolet Cruze LT",2015,"Diesel",44500,"359666.67"
"1132","Tata","Tata Tigor 1.2 Revotron XZ Option",2022,"Petrol",17000,"558333.00"
"1133","BMW","BMW X1 sDrive20d",2014,"Diesel",86000,"780000.00"
"1134","Hyundai","Hyundai Elite i20 Magna Plus Diesel",2022,"Diesel",35000,"730000.00"
"1135","Ford","Ford EcoSport 1.5 Petrol Titanium BSIV",2020,"Petrol",19000,"800000.00"
"1136","Fiat","Fiat Grande Punto Active (Diesel)",2012,"Diesel",95000,"125000.00"
"1137","Ford","Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV",2016,"Petrol",45839,"650000.00"
"1138","Tata","Tata Tiago 2019-2020 XZ",2022,"Petrol",12000,"450000.00"
"1139","Maruti","Maruti Swift ZXI",2016,"Petrol",90000,"410000.00"
"1140","Volkswagen","Volkswagen Polo 1.2 MPI Comfortline",2018,"Petrol",58182,"485000.00"
"1141","Ford","Ford Fiesta Diesel Trend",2015,"Diesel",91245,"200000.00"
"1142","Honda","Honda City 1.5 E MT",2013,"Petrol",50000,"400000.00"
"1143","Maruti","Maruti Baleno Zeta 1.3",2021,"Diesel",70000,"675000.00"
"1144","Mahindra","Mahindra Jeep MM 550 XDB",2005,"Diesel",50000,"150000.00"
"1145","Maruti","Maruti Alto STD",2011,"Petrol",100000,"82333.33"
"1146","Maruti","Maruti Celerio VDi",2019,"Diesel",90000,"315000.00"
"1147","Hyundai","Hyundai i20 Active 1.4 SX with AVN",2018,"Diesel",30000,"699000.00"
"1148","Hyundai","Hyundai i20 1.4 CRDi Magna",2015,"Diesel",160000,"300000.00"
"1149","Mahindra","Mahindra Xylo E4 8S",2013,"Diesel",120000,"325000.00"
"1150","Ford","Ford Fiesta Petrol Trend",2015,"Petrol",60000,"450000.00"
"1151","Hyundai","Hyundai Xcent 1.2 Kappa Base",2017,"Petrol",60000,"335000.00"
"1152","Chevrolet","Chevrolet Optra 1.6",2009,"Petrol",79000,"120000.00"
"1153","Ford","Ford Ikon 1.6 ZXI NXt",2008,"Petrol",25000,"20000.00"
"1154","Ford","Ford Ikon 1.3 Flair",2008,"Petrol",4637,"57333.33"
"1155","Maruti","Maruti Swift Dzire LDIX Limited Edition",2017,"Diesel",100000,"425000.00"
"1156","Maruti","Maruti Swift 1.3 DLX",2018,"Diesel",40000,"270000.00"
"1157","Tata","Tata New Safari DICOR 2.2 VX 4x4",2015,"Diesel",42655,"450000.00"
"1158","Renault","Renault KWID 1.0 RXL",2020,"Petrol",43000,"275000.00"
"1159","Toyota","Toyota Innova 2.5 VX 8 STR BSIV",2015,"Diesel",70000,"725000.00"
"1160","Fiat","Fiat Punto 1.3 Active",2013,"Diesel",80000,"99000.00"
"1161","Hyundai","Hyundai Xcent 1.2 VTVT E Plus",2021,"Petrol",70000,"511000.00"
"1162","Audi","Audi Q5 2.0 TFSI Quattro",2013,"Petrol",110000,"1100000.00"
"1163","Skoda","Skoda Rapid 1.6 MPI Elegance",2015,"Petrol",90000,"350000.00"
"1164","Maruti","Maruti 800 Std BSIII",2006,"Petrol",50000,"60000.00"
"1165","Toyota","Toyota Innova 2.5 GX 7 STR",2015,"Diesel",180000,"800000.00"
"1166","Mahindra","Mahindra Scorpio S5 BSIV",2023,"Diesel",11000,"1200000.00"
"1167","Renault","Renault KWID AMT",2020,"Petrol",40000,"355000.00"
"1168","Toyota","Toyota Fortuner 4x2 Manual",2017,"Diesel",50000,"1800000.00"
"1169","Mahindra","Mahindra TUV 300 T6 Plus",2021,"Diesel",20000,"580000.00"
"1170","Hyundai","Hyundai Elantra CRDi SX",2017,"Diesel",30000,"650000.00"
"1171","Honda","Honda City 1.5 V AT Exclusive",2011,"Petrol",77000,"210000.00"
"1172","Toyota","Toyota Innova Crysta 2.8 GX AT BSIV",2019,"Diesel",120000,"1350000.00"
"1173","Tata","Tata Indigo LX Dicor",2012,"Diesel",50000,"110000.00"
"1174","Hyundai","Hyundai i20 1.2 Magna",2015,"Petrol",44000,"293333.33"
"1175","Tata","Tata Tiago 1.2 Revotron XTA",2021,"Petrol",15000,"426000.00"
"1176","Ford","Ford Ecosport 1.5 Petrol Titanium Plus AT",2021,"Petrol",10000,"875000.00"
"1177","Maruti","Maruti Ignis 1.2 Sigma BSIV",2022,"Petrol",40000,"450000.00"
"1178","Tata","Tata Manza Aura Safire BS IV",2016,"Petrol",60000,"186666.67"
"1179","Toyota","Toyota Corolla Altis Diesel D4DJ",2015,"Diesel",95000,"420000.00"
"1180","Hyundai","Hyundai Santro Magna CNG BSIV",2022,"CNG",10000,"520000.00"
"1181","Fiat","Fiat Linea Emotion",2013,"Petrol",100000,"170000.00"
"1182","Maruti","Maruti Zen Estilo LXI BS IV",2012,"Petrol",65000,"164999.67"
"1183","Maruti","Maruti Celerio X ZXI BSIV",2022,"Petrol",13900,"490000.00"
"1184","Ford","Ford Figo 1.5D Trend MT",2019,"Diesel",40000,"480000.00"
"1185","Honda","Honda Amaze E i-DTEC",2020,"Diesel",80000,"370000.00"
"1186","Maruti","Maruti Alto K10 LXI CNG Optional",2019,"CNG",50000,"300000.00"
"1187","Hyundai","Hyundai Verna CRDi SX",2013,"Diesel",120000,"255499.75"
"1188","Maruti","Maruti Swift DDiS VDI",2020,"Diesel",120000,"540000.00"
"1189","Skoda","Skoda Rapid 1.6 TDI Ambition",2016,"Diesel",120000,"210000.00"
"1190","Hyundai","Hyundai Sonata AT Leather",2009,"Petrol",80000,"225000.00"
"1191","Hyundai","Hyundai Sonata 2.4L AT",2009,"Petrol",80000,"275000.00"
"1192","Nissan","Nissan X-Trail SLX MT",2013,"Diesel",110000,"600000.00"
"1193","Mahindra","Mahindra Xylo E8 ABS Airbag BSIV",2014,"Diesel",160000,"275000.00"
"1194","Tata","Tata Indigo GLS",2014,"Petrol",62000,"105000.00"
"1195","Nissan","Nissan Micra Diesel XV",2014,"Diesel",120000,"269000.00"
"1196","Hyundai","Hyundai Grand i10 CRDi Asta Option",2018,"Diesel",50000,"450000.00"
"1197","Maruti","Maruti Alto 800 Std Optional",2022,"Petrol",5000,"240000.00"
"1198","Hyundai","Hyundai Getz GLS ABS",2008,"Petrol",22000,"71000.00"
"1199","Nissan","Nissan Kicks XL D BSIV",2022,"Diesel",4000,"1100000.00"
"1200","Maruti","Maruti Ritz VDI (ABS) BS IV",2016,"Diesel",40000,"490000.00"
"1201","Tata","Tata Nano Std BSII",2012,"Petrol",50000,"35000.00"
"1202","Hyundai","Hyundai Elite i20 Petrol Asta Option",2021,"Petrol",27000,"700000.00"
"1203","Toyota","Toyota Innova 2.5 G4 Diesel 7-seater",2012,"Diesel",190000,"516666.67"
"1204","Maruti","Maruti Celerio ZXI AT",2020,"Petrol",25000,"509999.00"
"1205","Volvo","Volvo XC60 D5 Inscription",2017,"Diesel",130000,"2000000.00"
"1206","Maruti","Maruti Wagon R AMT VXI Option",2021,"Petrol",15000,"370000.00"
"1207","Ambassador","Ambassador Classic 2000 Dsz",2005,"Diesel",120000,"50000.00"
"1208","Maruti","Maruti Ciaz Sigma BSIV",2021,"Petrol",20000,"800000.00"
"1209","Chevrolet","Chevrolet Spark 1.0 LT Option Pack w/ Airbag",2016,"Petrol",53000,"165000.00"
"1210","Fiat","Fiat Linea 1.3 Emotion",2013,"Diesel",65000,"221000.00"
"1211","Ford","Ford Figo 1.2P Titanium Plus MT",2015,"Petrol",42000,"260000.00"
"1212","Hyundai","Hyundai Grand i10 1.2 Kappa Era",2018,"Petrol",29000,"434999.00"
"1213","Volkswagen","Volkswagen Vento 1.0 TSI Highline Plus",2014,"Petrol",53000,"305000.00"
"1214","Ford","Ford Classic 1.6 Duratec LXI",2014,"Petrol",20000,"265000.00"
"1215","Hyundai","Hyundai Verna 1.6 CRDi SX",2019,"Diesel",73000,"691666.67"
"1216","Maruti","Maruti Ertiga ZXI AT Petrol",2022,"Petrol",11000,"950000.00"
"1217","BMW","BMW 5 Series 525d Sedan",2012,"Diesel",45000,"1200000.00"
"1218","Honda","Honda City i DTEC E",2017,"Diesel",60000,"350000.00"
"1219","Hyundai","Hyundai Creta 1.6 Gamma SX Plus",2018,"Petrol",50000,"821000.00"
"1220","Hyundai","Hyundai Elite i20 Diesel Asta Option",2021,"Diesel",42000,"817499.50"
"1221","Maruti","Maruti S-Cross Alpha DDiS 200 SH",2020,"Diesel",30000,"913333.33"
"1222","Tata","Tata Indica Vista Aura 1.3 Quadrajet BSIV",2013,"Diesel",80000,"250000.00"
"1223","Volkswagen","Volkswagen Vento 1.5 TDI Comfortline AT",2017,"Diesel",70000,"325000.00"
"1224","Hyundai","Hyundai Elite i20 Sportz Plus CVT BSIV",2022,"Petrol",8000,"738000.00"
