,name,year,predicted_price,kilo_driven,fuel_type,company
1009,Tata Indigo CS eLX BS IV,2016,175000.0,50300,Diesel,Tata
1010,Maruti Ertiga 1.5 VDI,2023,775000.0,90000,Diesel,Maruti
1011,Isuzu D-Max V-Cross Standard,2021,1500000.0,40000,Diesel,Isuzu
1012,Nissan Kicks XV Premium D BSIV,2022,1350000.0,15000,Diesel,Nissan
1013,Maruti Alto 800 Base,2017,193333.33,40000,Petrol,Maruti
1014,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2020,575000.0,80000,Diesel,Volkswagen
1015,Hyundai Santro AT CNG,2008,130000.0,110000,CNG,Hyundai
1016,Ford Ecosport Sports Petrol,2023,1100000.0,1000,Petrol,Ford
1017,Hyundai Tucson CRDi,2009,170000.0,170000,Diesel,Hyundai
1018,Tata Indigo TDI,2011,161125.0,150000,Diesel,Tata
1019,Nissan Micra Diesel XV Primo,2015,225000.0,129000,Diesel,Nissan
1020,Tata Sumo LX,2012,100000.0,66778,Diesel,Tata
1021,Maruti Celerio ZXI,2020,433999.6,50000,Petrol,Maruti
1022,OpelCorsa 1.6Gls,2007,142000.0,73000,Petrol,OpelCorsa
1023,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2017,400000.0,120000,Diesel,Chevrolet
1024,Mahindra Scorpio VLX 2WD ABS AT BSIII,2012,360000.0,170000,Diesel,Mahindra
1025,Datsun GO Plus T BSIV,2018,390000.0,25000,Petrol,Datsun
1026,Hyundai Santro Xing GL,2014,147500.0,157000,Petrol,Hyundai
1027,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2012,110000.0,38500,Petrol,Chevrolet
1028,Honda BR-V i-DTEC VX MT,2019,1067600.0,43377,Diesel,Honda
1029,Chevrolet Sail Hatchback LT ABS,2016,225000.0,80000,Diesel,Chevrolet
1030,Honda City 1.3 EXI,2005,128000.0,100000,Petrol,Honda
1031,Hyundai Getz 1.5 CRDi GVS,2011,151666.67,154000,Diesel,Hyundai
1032,Renault Lodgy Stepway 85PS RXZ 8S,2020,650000.0,40000,Diesel,Renault
1033,Toyota Etios 1.5 V,2019,509999.0,35000,Petrol,Toyota
1034,Datsun GO Plus A Option Petrol,2021,450000.0,10000,Petrol,Datsun
1035,Tata Tiago 1.2 Revotron XE,2019,341666.67,30000,Petrol,Tata
1036,Nissan Sunny Diesel XL,2015,273333.33,110000,Diesel,Nissan
1037,Mahindra XUV500 AT W8 FWD,2018,865000.0,45000,Diesel,Mahindra
1038,Hyundai Santro Sportz AMT,2022,484999.0,5007,Petrol,Hyundai
1039,Nissan Micra Active XV S,2016,164000.0,30000,Petrol,Nissan
1040,Mercedes-Benz E-Class E250 CDI Elegance,2014,999000.0,49600,Diesel,Mercedes-Benz
1041,Audi Q5 3.0 TDI Quattro Technology,2021,3666000.0,22000,Diesel,Audi
1042,Datsun GO Plus T,2020,350000.0,10171,Petrol,Datsun
1043,Toyota Camry Hybrid 2.5,2020,1900000.0,20118,Petrol,Toyota
1044,Volkswagen Jetta 2.0L TDI Highline,2018,790000.0,52517,Diesel,Volkswagen
1045,Mahindra Marazzo M2 8Str,2022,900000.0,20000,Diesel,Mahindra
1046,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,530000.0,99117,Diesel,Ford
1047,Maruti Celerio ZXI MT BSIV,2022,425000.0,3700,Petrol,Maruti
1048,Honda BRV i-VTEC V MT,2020,600000.0,43500,Petrol,Honda
1049,Maruti Omni 5 Str STD,2001,65000.0,60000,Petrol,Maruti
1050,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2015,440000.0,70000,Diesel,Hyundai
1051,Maruti Omni 8 Seater BSII,2018,238000.0,70000,Petrol,Maruti
1052,Mercedes-Benz B Class B180 Sports,2016,1100000.0,40000,Petrol,Mercedes-Benz
1053,Toyota Etios Liva VD,2018,480000.0,70000,Diesel,Toyota
1054,Volkswagen Vento 1.5 TDI Highline BSIV,2022,1350000.0,5400,Diesel,Volkswagen
1055,Renault KWID Climber 1.0 MT Opt BSIV,2023,541000.0,1000,Petrol,Renault
1056,Hyundai Santro Asta,2021,515000.0,16000,Petrol,Hyundai
1057,Ford Figo Aspire Titanium Plus Diesel,2022,894999.0,13000,Diesel,Ford
1058,Renault Pulse RxZ Optional,2015,325000.0,47000,Diesel,Renault
1059,Nissan Terrano XL P,2020,844999.0,30000,Petrol,Nissan
1060,Tata Manza Club Class Quadrajet90 LX,2016,300000.0,60000,Diesel,Tata
1061,Toyota Camry M/t,2011,650000.0,75000,Petrol,Toyota
1062,Renault Duster 85PS Diesel RxZ,2020,600000.0,90000,Diesel,Renault
1063,Maruti Swift ZXI Plus,2021,612500.0,30000,Petrol,Maruti
1064,Toyota Corolla H3,2006,95000.0,120000,Petrol,Toyota
1065,Tata Safari DICOR 2.2 EX 4x2,2016,380000.0,100000,Diesel,Tata
1066,Maruti Wagon R Duo Lxi,2013,180000.0,50000,LPG,Maruti
1067,Mahindra Bolero B4,2020,800000.0,75000,Diesel,Mahindra
1068,Maruti Celerio VXI,2020,333625.0,93000,Petrol,Maruti
1069,Chevrolet Beat Diesel LT Option,2012,195000.0,57000,Diesel,Chevrolet
1070,Maruti Eeco Smiles 5 Seater AC,2017,311666.67,30000,Petrol,Maruti
1071,Hyundai Santro GLS I - Euro II,2010,135000.0,85000,Petrol,Hyundai
1072,Chevrolet Spark 1.0 PS,2013,110000.0,73000,Petrol,Chevrolet
1073,Maruti Swift ZDi,2015,421666.67,55000,Diesel,Maruti
1074,Toyota Innova 2.5 E Diesel MS 7-seater,2014,665000.0,267000,Diesel,Toyota
1075,Mahindra Scorpio 2.6 CRDe,2008,177499.75,250000,Diesel,Mahindra
1076,Honda Jazz Select Edition Active,2013,285000.0,60000,Petrol,Honda
1077,Hyundai i20 Active 1.4 SX,2019,734999.5,100000,Diesel,Hyundai
1078,Mahindra TUV 300 T8,2020,680000.0,80000,Diesel,Mahindra
1079,Toyota Etios Liva 1.2 V,2021,500000.0,10000,Petrol,Toyota
1080,Toyota Innova 2.5 GX 7 STR BSIV,2015,1000000.0,80000,Diesel,Toyota
1081,Hyundai i20 Magna Optional 1.2,2016,340000.0,35000,Petrol,Hyundai
1082,Honda City 1.5 S MT,2014,320832.83,110000,Petrol,Honda
1083,Honda Amaze E i-Dtech,2018,310000.0,104000,Diesel,Honda
1084,Maruti Swift Dzire LXi,2014,150000.0,100000,Petrol,Maruti
1085,Hyundai Creta 1.4 CRDi S Plus,2019,950000.0,90000,Diesel,Hyundai
1086,Honda Jazz 1.5 SV i DTEC,2018,450000.0,76000,Diesel,Honda
1087,Mahindra Renault Logan 1.6 Petrol GLSX,2012,200000.0,30000,Petrol,Mahindra
1088,Maruti Alto VXi,2018,200000.0,26134,Petrol,Maruti
1089,Mahindra XUV500 W10 1.99 mHawk,2019,1147499.5,65000,Diesel,Mahindra
1090,Mahindra Xylo E8,2012,335000.0,100000,Diesel,Mahindra
1091,Fiat 500 Lounge,2011,250999.0,110000,Diesel,Fiat
1092,Renault Triber RXT BSIV,2022,600000.0,10300,Petrol,Renault
1093,Tata New Safari 4X4 EX,2015,550000.0,142000,Diesel,Tata
1094,Mahindra TUV 300 mHAWK100 T8,2020,800000.0,25000,Diesel,Mahindra
1095,Tata Altroz XE,2023,500000.0,5000,Petrol,Tata
1096,Maruti Wagon R ZXI 1.2,2022,575000.0,30000,Petrol,Maruti
1097,Hyundai Xcent 1.2 CRDi E,2020,383333.33,43000,Diesel,Hyundai
1098,Maruti Alto Green LXi (CNG),2013,88000.0,80251,CNG,Maruti
1099,Hyundai i20 1.2 Era,2013,250000.0,34500,Petrol,Hyundai
1100,Ford Ikon 1.4 ZXi,2003,22000.0,42743,Petrol,Ford
1101,Maruti Zen VXi - BS III,2007,93000.0,80000,Petrol,Maruti
1102,Chevrolet Optra Magnum 2.0 LT,2015,256666.67,25000,Diesel,Chevrolet
1103,Maruti Ertiga VDI Limited Edition,2017,535000.0,80000,Diesel,Maruti
1104,Mahindra KUV 100 mFALCON G80 K2 Plus,2019,420000.0,21000,Petrol,Mahindra
1105,Mitsubishi Montero 3.2 MT,2010,750000.0,180000,Diesel,Mitsubishi
1106,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2015,198000.0,70000,Diesel,Tata
1107,Hyundai i20 Magna Optional 1.4 CRDi,2016,397500.0,50000,Diesel,Hyundai
1108,Ford Endeavour 4x2 XLT,2007,195000.0,120000,Diesel,Ford
1109,Hyundai EON Sportz,2015,197500.0,55766,Petrol,Hyundai
1110,Maruti Swift LXi BSIV,2011,160000.0,50000,Petrol,Maruti
1111,Maruti Zen VX,2004,85000.0,86000,Petrol,Maruti
1112,Maruti Omni LPG STD BSIV,2009,60000.0,135000,LPG,Maruti
1113,Maruti Zen D PS,2006,92500.0,120000,Diesel,Maruti
1114,Fiat Linea 1.3 Multijet Emotion,2018,550000.0,113600,Diesel,Fiat
1115,Ford Aspire Titanium Plus Diesel BSIV,2021,768499.5,20000,Diesel,Ford
1116,Ford Aspire Titanium Plus BSIV,2021,666000.0,14000,Petrol,Ford
1117,Ford Freestyle Titanium Plus Diesel BSIV,2021,680500.0,26000,Diesel,Ford
1118,Honda Jazz 1.2 VX i VTEC,2019,724000.0,105429,Petrol,Honda
1119,Chevrolet Aveo U-VA 1.2 LT,2011,114999.0,70000,Petrol,Chevrolet
1120,Tata Nexon 1.2 Revotron XZ Plus,2022,715000.0,8000,Petrol,Tata
1121,Chevrolet Cruze LT,2015,359666.67,44500,Diesel,Chevrolet
1122,Tata Tigor 1.2 Revotron XZ Option,2022,558333.0,17000,Petrol,Tata
1123,BMW X1 sDrive20d,2014,780000.0,86000,Diesel,BMW
1124,Hyundai Elite i20 Magna Plus Diesel,2022,730000.0,35000,Diesel,Hyundai
1125,Ford EcoSport 1.5 Petrol Titanium BSIV,2020,800000.0,19000,Petrol,Ford
1126,Fiat Grande Punto Active (Diesel),2012,125000.0,95000,Diesel,Fiat
1127,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2016,650000.0,45839,Petrol,Ford
1128,Tata Tiago 2019-2020 XZ,2022,450000.0,12000,Petrol,Tata
1129,Maruti Swift ZXI,2016,410000.0,90000,Petrol,Maruti
1130,Volkswagen Polo 1.2 MPI Comfortline,2018,485000.0,58182,Petrol,Volkswagen
1131,Ford Fiesta Diesel Trend,2015,200000.0,91245,Diesel,Ford
1132,Honda City 1.5 E MT,2013,400000.0,50000,Petrol,Honda
1133,Maruti Baleno Zeta 1.3,2021,675000.0,70000,Diesel,Maruti
1134,Mahindra Jeep MM 550 XDB,2005,150000.0,50000,Diesel,Mahindra
1135,Maruti Alto STD,2011,82333.33,100000,Petrol,Maruti
1136,Maruti Celerio VDi,2019,315000.0,90000,Diesel,Maruti
1137,Hyundai i20 Active 1.4 SX with AVN,2018,699000.0,30000,Diesel,Hyundai
1138,Hyundai i20 1.4 CRDi Magna,2015,300000.0,160000,Diesel,Hyundai
1139,Mahindra Xylo E4 8S,2013,325000.0,120000,Diesel,Mahindra
1140,Ford Fiesta Petrol Trend,2015,450000.0,60000,Petrol,Ford
1141,Hyundai Xcent 1.2 Kappa Base,2017,335000.0,60000,Petrol,Hyundai
1142,Chevrolet Optra 1.6,2009,120000.0,79000,Petrol,Chevrolet
1143,Ford Ikon 1.6 ZXI NXt,2008,20000.0,25000,Petrol,Ford
1144,Ford Ikon 1.3 Flair,2008,57333.33,4637,Petrol,Ford
1145,Maruti Swift Dzire LDIX Limited Edition,2017,425000.0,100000,Diesel,Maruti
1146,Maruti Swift 1.3 DLX,2018,270000.0,40000,Diesel,Maruti
1147,Tata New Safari DICOR 2.2 VX 4x4,2015,450000.0,42655,Diesel,Tata
1148,Renault KWID 1.0 RXL,2020,275000.0,43000,Petrol,Renault
1149,Toyota Innova 2.5 VX 8 STR BSIV,2015,725000.0,70000,Diesel,Toyota
1150,Fiat Punto 1.3 Active,2013,99000.0,80000,Diesel,Fiat
1151,Hyundai Xcent 1.2 VTVT E Plus,2021,511000.0,70000,Petrol,Hyundai
1152,Audi Q5 2.0 TFSI Quattro,2013,1100000.0,110000,Petrol,Audi
1153,Skoda Rapid 1.6 MPI Elegance,2015,350000.0,90000,Petrol,Skoda
1154,Maruti 800 Std BSIII,2006,60000.0,50000,Petrol,Maruti
1155,Toyota Innova 2.5 GX 7 STR,2015,800000.0,180000,Diesel,Toyota
1156,Mahindra Scorpio S5 BSIV,2023,1200000.0,11000,Diesel,Mahindra
1157,Renault KWID AMT,2020,355000.0,40000,Petrol,Renault
1158,Toyota Fortuner 4x2 Manual,2017,1800000.0,50000,Diesel,Toyota
1159,Mahindra TUV 300 T6 Plus,2021,580000.0,20000,Diesel,Mahindra
1160,Hyundai Elantra CRDi SX,2017,650000.0,30000,Diesel,Hyundai
1161,Honda City 1.5 V AT Exclusive,2011,210000.0,77000,Petrol,Honda
1162,Toyota Innova Crysta 2.8 GX AT BSIV,2019,1350000.0,120000,Diesel,Toyota
1163,Tata Indigo LX Dicor,2012,110000.0,50000,Diesel,Tata
1164,Hyundai i20 1.2 Magna,2015,293333.33,44000,Petrol,Hyundai
1165,Tata Tiago 1.2 Revotron XTA,2021,426000.0,15000,Petrol,Tata
1166,Ford Ecosport 1.5 Petrol Titanium Plus AT,2021,875000.0,10000,Petrol,Ford
1167,Maruti Ignis 1.2 Sigma BSIV,2022,450000.0,40000,Petrol,Maruti
1168,Tata Manza Aura Safire BS IV,2016,186666.67,60000,Petrol,Tata
1169,Toyota Corolla Altis Diesel D4DJ,2015,420000.0,95000,Diesel,Toyota
1170,Hyundai Santro Magna CNG BSIV,2022,520000.0,10000,CNG,Hyundai
1171,Fiat Linea Emotion,2013,170000.0,100000,Petrol,Fiat
1172,Maruti Zen Estilo LXI BS IV,2012,164999.67,65000,Petrol,Maruti
1173,Maruti Celerio X ZXI BSIV,2022,490000.0,13900,Petrol,Maruti
1174,Ford Figo 1.5D Trend MT,2019,480000.0,40000,Diesel,Ford
1175,Honda Amaze E i-DTEC,2020,370000.0,80000,Diesel,Honda
1176,Maruti Alto K10 LXI CNG Optional,2019,300000.0,50000,CNG,Maruti
1177,Hyundai Verna CRDi SX,2013,255499.75,120000,Diesel,Hyundai
1178,Maruti Swift DDiS VDI,2020,540000.0,120000,Diesel,Maruti
1179,Skoda Rapid 1.6 TDI Ambition,2016,210000.0,120000,Diesel,Skoda
1180,Hyundai Sonata AT Leather,2009,225000.0,80000,Petrol,Hyundai
1181,Hyundai Sonata 2.4L AT,2009,275000.0,80000,Petrol,Hyundai
1182,Nissan X-Trail SLX MT,2013,600000.0,110000,Diesel,Nissan
1183,Mahindra Xylo E8 ABS Airbag BSIV,2014,275000.0,160000,Diesel,Mahindra
1184,Tata Indigo GLS,2014,105000.0,62000,Petrol,Tata
1185,Nissan Micra Diesel XV,2014,269000.0,120000,Diesel,Nissan
1186,Hyundai Grand i10 CRDi Asta Option,2018,450000.0,50000,Diesel,Hyundai
1187,Maruti Alto 800 Std Optional,2022,240000.0,5000,Petrol,Maruti
1188,Hyundai Getz GLS ABS,2008,71000.0,22000,Petrol,Hyundai
1189,Nissan Kicks XL D BSIV,2022,1100000.0,4000,Diesel,Nissan
1190,Maruti Ritz VDI (ABS) BS IV,2016,490000.0,40000,Diesel,Maruti
1191,Tata Nano Std BSII,2012,35000.0,50000,Petrol,Tata
1192,Hyundai Elite i20 Petrol Asta Option,2021,700000.0,27000,Petrol,Hyundai
1193,Toyota Innova 2.5 G4 Diesel 7-seater,2012,516666.67,190000,Diesel,Toyota
1194,Maruti Celerio ZXI AT,2020,509999.0,25000,Petrol,Maruti
1195,Volvo XC60 D5 Inscription,2017,2000000.0,130000,Diesel,Volvo
1196,Maruti Wagon R AMT VXI Option,2021,370000.0,15000,Petrol,Maruti
1197,Ambassador Classic 2000 Dsz,2005,50000.0,120000,Diesel,Ambassador
1198,Maruti Ciaz Sigma BSIV,2021,800000.0,20000,Petrol,Maruti
1199,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2016,165000.0,53000,Petrol,Chevrolet
1200,Fiat Linea 1.3 Emotion,2013,221000.0,65000,Diesel,Fiat
1201,Ford Figo 1.2P Titanium Plus MT,2015,260000.0,42000,Petrol,Ford
1202,Hyundai Grand i10 1.2 Kappa Era,2018,434999.0,29000,Petrol,Hyundai
1203,Volkswagen Vento 1.0 TSI Highline Plus,2014,305000.0,53000,Petrol,Volkswagen
1204,Ford Classic 1.6 Duratec LXI,2014,265000.0,20000,Petrol,Ford
1205,Hyundai Verna 1.6 CRDi SX,2019,691666.67,73000,Diesel,Hyundai
1206,Maruti Ertiga ZXI AT Petrol,2022,950000.0,11000,Petrol,Maruti
1207,BMW 5 Series 525d Sedan,2012,1200000.0,45000,Diesel,BMW
1208,Honda City i DTEC E,2017,350000.0,60000,Diesel,Honda
1209,Hyundai Creta 1.6 Gamma SX Plus,2018,821000.0,50000,Petrol,Hyundai
1210,Hyundai Elite i20 Diesel Asta Option,2021,817499.5,42000,Diesel,Hyundai
1211,Maruti S-Cross Alpha DDiS 200 SH,2020,913333.33,30000,Diesel,Maruti
1212,Tata Indica Vista Aura 1.3 Quadrajet BSIV,2013,250000.0,80000,Diesel,Tata
1213,Volkswagen Vento 1.5 TDI Comfortline AT,2017,325000.0,70000,Diesel,Volkswagen
1214,Hyundai Elite i20 Sportz Plus CVT BSIV,2022,738000.0,8000,Petrol,Hyundai
1215,Volkswagen Vento IPL II Diesel Trendline,2014,280000.0,110000,Diesel,Volkswagen
1216,Maruti Swift VXi BSIV,2011,337500.0,100000,Petrol,Maruti
1217,Skoda Fabia 1.2 TDI Active,2014,275000.0,60000,Diesel,Skoda
1218,Toyota Corolla Altis G,2014,500000.0,40000,Petrol,Toyota
1219,Ford Fiesta 1.6 Duratec S,2013,300000.0,70000,Petrol,Ford
1220,Maruti Wagon R VXI Plus Optional,2020,380000.0,19000,Petrol,Maruti
1221,Maruti Zen Estilo LXI Green (CNG),2013,127500.0,68000,CNG,Maruti
1222,Tata Bolt Revotron XE,2019,300000.0,90000,Petrol,Tata
1223,Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,2020,850000.0,44500,Petrol,Skoda
1224,Tata New Safari 4X2,2010,550000.0,80000,Petrol,Tata
1225,Renault Duster Petrol RxL,2016,400000.0,100000,Petrol,Renault
1226,Maruti Omni CNG,2010,45000.0,100000,CNG,Maruti
1227,Tata Indica Vista Terra TDI BSIII,2012,145000.0,89255,Diesel,Tata
1228,Honda Mobilio S i VTEC,2018,550000.0,23000,Petrol,Honda
1229,Renault KWID RXE,2021,272500.0,5550,Petrol,Renault
1230,Kia Seltos HTK Plus AT D,2022,1300000.0,10000,Diesel,Kia
1231,Maruti Eeco CNG 5 Seater AC BSIV,2022,478333.33,10000,CNG,Maruti
1232,Maruti Ciaz ZDi Plus SHVS,2020,749666.67,50000,Diesel,Maruti
1233,Mahindra Renault Logan 1.5 DLE Diesel,2010,125000.0,110000,Diesel,Mahindra
1234,Ford Ikon 1.4 TDCi DuraTorq,2012,130000.0,100000,Diesel,Ford
1235,Tata Tiago XT,2019,335000.0,41000,Petrol,Tata
1236,Ford Endeavour Titanium Plus 4X4,2020,2662500.0,60000,Diesel,Ford
1237,Honda City V AT,2014,434999.0,97000,Petrol,Honda
1238,Honda City i VTEC S,2017,500000.0,60000,Petrol,Honda
1239,Ford Ecosport 1.5 Ti VCT AT Titanium,2017,475000.0,48000,Petrol,Ford
1240,Volkswagen Jetta 2.0L TDI Comfortline,2015,705000.0,80000,Diesel,Volkswagen
1241,Ford Fiesta 1.4 ZXi Leather,2010,100000.0,170000,Petrol,Ford
1242,Audi A6 2.7 TDI,2013,850000.0,46000,Diesel,Audi
1243,Maruti Wagon R VXI BSII,2009,75000.0,80000,Petrol,Maruti
1244,Maruti Wagon R CNG LXI,2016,310000.0,59100,CNG,Maruti
1245,Honda Jazz 1.2 V i VTEC,2019,540000.0,31200,Petrol,Honda
1246,Maruti Ciaz VDi Plus SHVS,2019,683000.0,51000,Diesel,Maruti
1247,Audi A4 2.0 TDI,2014,1295000.0,58000,Diesel,Audi
1248,Maruti Vitara Brezza ZDi Plus Dual Tone,2021,980000.0,10000,Diesel,Maruti
1249,Maruti Ritz VXI,2014,200000.0,80000,Petrol,Maruti
1250,Hyundai Accent GLS 1.6 ABS,2009,90000.0,75000,Petrol,Hyundai
1251,Mahindra Scorpio BSIV,2021,853500.0,60000,Diesel,Mahindra
1252,Chevrolet Aveo 1.4,2010,85000.0,70000,Petrol,Chevrolet
1253,Volkswagen Polo 1.2 MPI Highline,2017,425000.0,40000,Petrol,Volkswagen
1254,BMW 5 Series 530i,2009,480000.0,110000,Petrol,BMW
1255,Maruti S-Cross Delta DDiS 200 SH,2022,950000.0,10000,Diesel,Maruti
1256,Volkswagen Vento Diesel Trendline,2014,262500.0,70000,Diesel,Volkswagen
1257,Maruti Swift Dzire LDi,2015,287500.0,120000,Diesel,Maruti
1258,Skoda Laura Ambiente,2011,190000.0,120000,Diesel,Skoda
1259,Maruti Celerio ZDi,2018,350000.0,120000,Diesel,Maruti
1260,Ford Fiesta 1.6 Duratec EXI Ltd,2011,120000.0,80000,Petrol,Ford
1261,Hyundai Santro Xing XK,2010,70000.0,55000,Petrol,Hyundai
1262,Datsun GO Plus Remix Limited Edition,2019,300000.0,35000,Petrol,Datsun
1263,Toyota Innova 2.5 G3,2013,450000.0,120000,Diesel,Toyota
1264,Hyundai Xcent 1.2 VTVT S AT,2018,471000.0,41025,Petrol,Hyundai
1265,Hyundai EON Magna,2015,237500.0,53122,Petrol,Hyundai
1266,Maruti Alto 800 LXI CNG,2016,245000.0,64111,CNG,Maruti
1267,Volkswagen Vento 1.6 Highline,2015,443499.5,84775,Petrol,Volkswagen
1268,Tata Nano Twist XE,2017,120000.0,44416,Petrol,Tata
1269,Ford Figo Aspire 1.5 TDCi Ambiente ABS,2020,550000.0,100000,Diesel,Ford
1270,OpelCorsa 1.4 GL,2005,35000.0,100000,Petrol,OpelCorsa
1271,Mahindra XUV500 W7 BSIV,2021,1275000.0,20000,Diesel,Mahindra
1272,Maruti Ciaz 1.4 Zeta,2020,680000.0,46000,Petrol,Maruti
1273,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2011,590000.0,89600,Diesel,Toyota
1274,Tata Nano CX,2017,55000.0,40000,Petrol,Tata
1275,Tata Tiago 1.05 Revotorq XM,2020,260000.0,50000,Diesel,Tata
1276,Tata Zest Quadrajet 1.3,2019,250000.0,70000,Diesel,Tata
1277,Ford Figo Petrol EXI,2017,350000.0,90000,Petrol,Ford
1278,Honda Amaze S i-DTEC,2019,475000.0,90000,Diesel,Honda
1279,Chevrolet Sail Hatchback 1.3 TCDi,2018,281000.0,40000,Diesel,Chevrolet
1280,Hyundai Elite i20 Petrol Magna Exective,2021,550000.0,11000,Petrol,Hyundai
1281,Chevrolet Enjoy TCDi LT 8 Seater,2017,425000.0,110000,Diesel,Chevrolet
1282,Maruti Wagon R VXI AMT,2020,420000.0,19890,Petrol,Maruti
1283,Ford Figo Trend,2019,415000.0,34982,Petrol,Ford
1284,Hyundai Tucson 2.0 e-VGT 2WD AT GL,2021,1600000.0,40000,Diesel,Hyundai
1285,Hyundai i20 1.2 Asta Dual Tone,2021,740000.0,25000,Petrol,Hyundai
1286,Datsun RediGO SV 1.0,2022,350000.0,1300,Petrol,Datsun
1287,Datsun GO T BSIV,2017,265000.0,40000,Petrol,Datsun
1288,Chevrolet Captiva 2.0L VCDi,2014,400000.0,76000,Diesel,Chevrolet
1289,Tata New Safari 3L Dicor LX 4x2,2011,300000.0,120000,Diesel,Tata
1290,Hyundai Grand i10 CRDi Asta,2018,300000.0,70000,Diesel,Hyundai
1291,Honda BRV i-DTEC V MT,2020,1250000.0,30000,Diesel,Honda
1292,Toyota Fortuner 3.0 Diesel,2013,1257500.0,180000,Diesel,Toyota
1293,Mahindra Verito 1.5 D2 BSIII,2017,191666.67,30000,Diesel,Mahindra
1294,Hyundai Verna 1.6 i ABS,2012,200000.0,60000,Petrol,Hyundai
1295,Volvo XC60 D3 Kinetic,2015,1750000.0,115992,Diesel,Volvo
1296,Hyundai i20 Asta Option 1.2,2019,600000.0,25000,Petrol,Hyundai
1297,Tata Xenon XT EX 4X4,2013,150000.0,70000,Diesel,Tata
1298,Volkswagen Vento Petrol Highline,2014,375000.0,60000,Petrol,Volkswagen
1299,Chevrolet Beat LT LPG,2014,200000.0,110000,LPG,Chevrolet
1300,Maruti Ciaz VDi,2018,550000.0,90658,Diesel,Maruti
1301,Datsun GO T Option BSIV,2018,210000.0,25000,Petrol,Datsun
1302,Mercedes-Benz E-Class E250 Edition E,2016,1451000.0,81000,Diesel,Mercedes-Benz
1303,Hyundai Verna SX AT Diesel,2012,245000.0,75000,Diesel,Hyundai
1304,Mahindra XUV500 AT W10 1.99 mHawk,2020,1150000.0,65500,Diesel,Mahindra
1305,Tata Indigo GLE BSIII,2011,110000.0,42000,Petrol,Tata
1306,Maruti Swift 1.3 LXI,2010,73000.0,80000,Petrol,Maruti
1307,Hyundai Elantra 2.0 SX AT,2021,1575000.0,10000,Petrol,Hyundai
1308,Maruti S-Cross Sigma DDiS 200 SH,2020,690000.0,41000,Diesel,Maruti
1309,Chevrolet Sail LS ABS,2017,375000.0,40000,Diesel,Chevrolet
1310,Honda City 1.5 V Elegance,2015,480000.0,63000,Petrol,Honda
1311,Maruti Grand Vitara MT,2010,479000.0,145000,Petrol,Maruti
1312,Tata Manza Club Class Quadrajet90 EX,2015,270000.0,60000,Diesel,Tata
1313,Tata Tiago 1.05 Revotorq XZ Plus,2021,400000.0,35000,Diesel,Tata
1314,Fiat Linea T Jet Plus,2014,500000.0,20000,Petrol,Fiat
1315,Honda Civic 1.8 V MT,2011,335000.0,90000,Petrol,Honda
1316,Hyundai Grand i10 1.2 Kappa Sportz AT,2022,575000.0,1100,Petrol,Hyundai
1317,Hyundai Venue SX Opt Turbo BSIV,2023,1050000.0,1100,Petrol,Hyundai
1318,Ford Figo 1.5D Ambiente ABS MT,2019,350000.0,60000,Diesel,Ford
1319,Renault Duster 110PS Diesel RxZ Plus,2015,370000.0,70000,Diesel,Renault
1320,Ford Figo Aspire 1.5 Ti-VCT Titanium,2020,570000.0,44077,Petrol,Ford
1321,Maruti Ciaz S 1.3,2021,850000.0,30000,Diesel,Maruti
1322,Mahindra Ingenio CRDe,2018,210000.0,210000,Diesel,Mahindra
1323,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2020,710000.0,110000,Diesel,Volkswagen
1324,Toyota Corolla Altis 1.8 GL,2022,1500000.0,20000,Petrol,Toyota
1325,Audi A4 1.8 TFSI,2015,1200000.0,60000,Petrol,Audi
1326,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2015,300000.0,250000,Diesel,Toyota
1327,Ambassador Grand 1800 ISZ MPFI PW CL,2015,430000.0,50000,Petrol,Ambassador
1328,Skoda Laura Ambiente 2.0 TDI CR AT,2015,450000.0,48500,Diesel,Skoda
1329,Mahindra Xylo Celebration Edition BSIV,2013,200000.0,240000,Diesel,Mahindra
1330,Volkswagen CrossPolo 1.2 MPI,2019,350000.0,110000,Petrol,Volkswagen
1331,Maruti Ertiga VXI Petrol,2021,800000.0,50000,Petrol,Maruti
1332,Hyundai Xcent 1.1 CRDi S,2019,270000.0,175000,Diesel,Hyundai
1333,Hyundai i20 1.2 Magna Executive,2020,537500.0,60000,Petrol,Hyundai
1334,Maruti Swift Star VDI,2016,250000.0,55000,Diesel,Maruti
1335,Hyundai i10 Magna 1.1 iTech SE,2018,300000.0,48000,Petrol,Hyundai
1336,Skoda Laura Elegance 2.0 TDI CR AT,2022,475000.0,105000,Diesel,Skoda
